sample_type,alias_name,test_type,loinc_code,component,loinc_name
혈액,LFT,CHAL,53418-0,fibroblast growth factor 23.intact ^pre xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma --pre xxx challenge
혈액,LFT,CHAL,53419-8,fibroblast growth factor 23.intact ^1st specimen post xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma by immunoassay --1st specimen post xxx challenge
혈액,LFT,CHAL,53420-6,fibroblast growth factor 23.intact ^2nd specimen post xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma by immunoassay --2nd specimen post xxx challenge
혈액,LFT,CHAL,53421-4,fibroblast growth factor 23.intact ^3rd specimen post xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma by immunoassay --3rd specimen post xxx challenge
혈액,LFT,CHAL,53422-2,fibroblast growth factor 23.intact ^4th specimen post xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma by immunoassay --4th specimen post xxx challenge
혈액,LFT,CHAL,53423-0,fibroblast growth factor 23.intact ^5th specimen post xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma by immunoassay --5th specimen post xxx challenge
혈액,LFT,CHAL,53424-8,fibroblast growth factor 23.intact ^6th specimen post xxx challenge,fibroblast growth factor 23.intact [mass/volume] in plasma by immunoassay --6th specimen post xxx challenge
혈액,LFT,CHAL,53425-5,fibroblast growth factor 23 ^pre xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --pre xxx challenge
혈액,LFT,CHAL,53426-3,fibroblast growth factor 23 ^1st specimen post xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --1st specimen post xxx challenge
혈액,LFT,CHAL,53427-1,fibroblast growth factor 23 ^2nd specimen post xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --2nd specimen post xxx challenge
혈액,LFT,CHAL,53428-9,fibroblast growth factor 23 ^3rd specimen post xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --3rd specimen post xxx challenge
혈액,LFT,CHAL,53429-7,fibroblast growth factor 23 ^4th specimen post xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --4th specimen post xxx challenge
혈액,LFT,CHAL,53430-5,fibroblast growth factor 23 ^5th specimen post xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --5th specimen post xxx challenge
혈액,LFT,CHAL,53431-3,fibroblast growth factor 23 ^6th specimen post xxx challenge,fibroblast growth factor 23 [units/volume] in plasma by immunoassay --6th specimen post xxx challenge
혈액,LFT,PANEL.SERO,53705-0,myasthenia gravis evaluation pediatric panel,myasthenia gravis evaluation pediatric panel - serum
혈액,LFT,PANEL.SERO,53706-8,myasthenia gravis evaluation adult reflex panel,myasthenia grav eval adult rflx panel - serum
혈액,LFT,MOLPATH.MUT,53897-5,spast gene+kiaa0196 gene targeted mutation analysis,spast gene + kiaa0196 gene mutations found [identifier] in blood or tissue by molecular genetics method nominal
혈액,LFT,SERO,54017-9,elastase ab,elastase ab [presence] in serum
혈액,LFT,CHEM,54390-0,fibroblast growth factor 23.intact,fibroblast growth factor 23.intact [mass/volume] in serum or plasma
혈액,LFT,PANEL.HL7.GENETICS,55233-1,genetic analysis master panel,genetic analysis master panel
혈액,LFT,SERO,55302-4,paraneoplastic pemphigus ab,deprecated paraneoplastic pemphigus ab [titer] in serum
혈액,LFT,HEM/BC,55375-0,megaloblasts,megaloblasts [#/volume] in blood by manual count
혈액,LFT,HEM/BC,55376-8,megaloblasts/leukocytes,megaloblasts/leukocytes in blood by manual count
혈액,LFT,PANEL.SERO,55397-4,short myasthenia gravis panel,short myasthenia gravis panel - serum
혈액,LFT,ALLERGY,56199-3,yeast brewer's ab.igg4,brewer's yeast igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56209-0,ricinus communis ab.igg4,castor bean igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56237-1,astacus astacus ab.igg4,crawfish igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56331-2,(anacardium occidentale+carya illinoinensis+castanea sativa+juglans spp+pistacia vera) ab.igg4,food allergen mix 46 (cashew+pecan or hickory nut+chestnut+walnut+pistachio) igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56349-4,pastinaca sativa ab.igg4,parsnip igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56396-5,castanea sativa ab.igg4,chestnut igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56427-8,pinus strobus ab.igg4,eastern white pine igg4 ab [mass/volume] in serum
혈액,LFT,ALLERGY,56449-2,saccharomyces cerevisiae ab.igg4,baker's yeast igg4 ab [mass/volume] in serum
혈액,LFT,SERO,56620-8,elastase ab,elastase ab [units/volume] in serum by immunoassay
혈액,LFT,ALLERGY,56761-0,saccharomyces cerevisiae ab,baker's yeast ab [titer] in serum by immunofluorescence
혈액,LFT,ALLERGY,56785-9,saccharomyces cerevisiae ab,baker's yeast ab [units/volume] in serum
혈액,LFT,ALLERGY,57415-2,saccharomyces cerevisiae ab.iga,baker's yeast iga ab [presence] in serum by immunoassay
혈액,LFT,SERO,57771-8,paraneoplastic ab,paraneoplastic ab [interpretation] in serum narrative
혈액,LFT,ALLERGY,57877-3,cucumis melo cantalupensis ab.igg.rast class,deprecated cantaloupe igg ab rast class [presence] in serum
혈액,LFT,ALLERGY,57878-1,cucumis melo spp ab.igg.rast class,deprecated honeydew melon igg ab rast class [presence] in serum
혈액,LFT,ALLERGY,57881-5,cucumis melo cantalupensis ab.ige.rast class,deprecated cantaloupe ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,57882-3,cucumis melo spp ab.ige.rast class,deprecated honeydew melon ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,57925-0,castanea sativa ab.ige/ige.total,chestnut ige ab/ige total in serum
혈액,LFT,ALLERGY,57947-4,coffee bean ab.ige.rast class,deprecated coffee bean ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,58008-4,morus alba ab.igg.rast class,deprecated white mulberry igg ab rast class [presence] in serum
혈액,LFT,ALLERGY,58021-7,populus deltoides ab.igg.rast class,deprecated cottonwood igg ab rast class [presence] in serum or plasma
혈액,LFT,ALLERGY,58467-2,gasterophilus intestinalis ab.igg4,horse bot fly igg4 ab [mass/volume] in serum
혈액,LFT,CHAL,58479-7,fatty acids.nonesterified^7th specimen post cfst,fatty acids.nonesterified [moles/volume] in serum or plasma --7th specimen fasting
혈액,LFT,CHAL,58480-5,fatty acids.nonesterified^6th specimen post cfst,fatty acids.nonesterified [moles/volume] in serum or plasma --6th specimen fasting
혈액,LFT,COAG,5898-2,coagulation surface induced,deprecated activated partial thrombplastin time (aptt) in blood by coagulation assay
혈액,LFT,CHAL,59053-9,glucagon^5th specimen post cfst,glucagon [mass/volume] in serum or plasma --5th specimen fasting
혈액,LFT,CHAL,59054-7,glucagon^4th specimen post cfst,glucagon [mass/volume] in serum or plasma --4th specimen fasting
혈액,LFT,CHAL,59055-4,glucagon^3rd specimen post cfst,glucagon [mass/volume] in serum or plasma --3rd specimen fasting
혈액,LFT,CHAL,59056-2,glucagon^2nd specimen post cfst,glucagon [mass/volume] in serum or plasma --2nd specimen fasting
혈액,LFT,CHAL,59057-0,glucagon^1st specimen post cfst,glucagon [mass/volume] in serum or plasma --1st specimen fasting
혈액,LFT,CHAL,59179-2,insulin^post cfst,insulin [moles/volume] in serum or plasma --fasting
혈액,LFT,CHAL,59577-7,glucagon^7th specimen post cfst,glucagon [mass/volume] in serum or plasma --7th specimen fasting
혈액,LFT,CHAL,59578-5,glucagon^6th specimen post cfst,glucagon [mass/volume] in serum or plasma --6th specimen fasting
혈액,LFT,CHAL,59831-8,gastrin^baseline,gastrin [mass/volume] in serum or plasma --baseline
혈액,LFT,CHAL,59832-6,gastrin^1st specimen post xxx challenge,gastrin [mass/volume] in serum or plasma --1st specimen post xxx challenge
혈액,LFT,DRUG/TOX,60075-9,finasteride,finasteride [mass/volume] in serum or plasma
혈액,LFT,ALLERGY,60236-7,penaeus aztecus tropomyosin recombinant (rpen a) 1 ab.ige.rast class,deprecated shrimp tropomyosin recombinant (rpen a) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,60237-5,fraxinus excelsior ab.ige.rast class,deprecated european ash ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,60239-1,vespula vulgaris recombinant (rves v) 5 ab.ige.rast class,deprecated common wasp recombinant (rves v) 5 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,60241-7,apis mellifera phospholipase a2 recombinant (rapi m) 1 ab.ige.rast class,deprecated honey bee phospholipase a2 recombinant (rapi m) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,60413-2,yeast brewer's ab.igg,brewer's yeast igg ab [mass/volume] in serum
혈액,LFT,ALLERGY,60454-6,bixa orellana seed ab.ige.rast class,deprecated annatto seed ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,60464-5,monosodium glutamate ab.ige.rast class,deprecated monosodium glutamate (msg) ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,6051-7,yeast brewer's ab.ige,brewer's yeast ige ab [units/volume] in serum
혈액,LFT,ALLERGY,6063-2,ricinus communis ab.ige,castor bean ige ab [units/volume] in serum
혈액,LFT,ALLERGY,6069-9,castanea sativa pollen ab.ige,chestnut pollen ige ab [units/volume] in serum
혈액,LFT,GI,60817-4,carbon dioxide.gastric-carbon dioxide.blda,gastric-arterial pco2 gap
혈액,LFT,SERO,61177-2,paraneoplastic ab,paraneoplastic ab [presence] in serum by immunofluorescence
혈액,LFT,ALLERGY,61205-1,acer macrophyllum ab.ige/ige.total,coastal maple ige ab/ige total in serum
혈액,LFT,ALLERGY,61223-4,astacus astacus ab.ige/ige.total,crawfish ige ab/ige total in serum
혈액,LFT,ALLERGY,61299-4,pinus strobus ab.ige/ige.total,eastern white pine ige ab/ige total in serum
혈액,LFT,PANEL.HL7.CYTOGEN,62389-2,chromosome analysis master panel,chromosome analysis master panel
혈액,LFT,CHAL,62420-5,fatty acids.nonesterified^8th specimen post cfst,fatty acids.nonesterified [moles/volume] in serum or plasma --8th specimen fasting
혈액,LFT,CHAL,62421-3,fatty acids.nonesterified^9th specimen post cfst,fatty acids.nonesterified [moles/volume] in serum or plasma --9th specimen fasting
혈액,LFT,CHAL,62422-1,fatty acids.nonesterified^10th specimen post cfst,fatty acids.nonesterified [moles/volume] in serum or plasma --10th specimen fasting
혈액,LFT,ALLERGY,6259-6,castanea sativa ab.ige,chestnut ige ab [units/volume] in serum
혈액,LFT,ALLERGY,6282-8,pinus strobus ab.ige,eastern white pine ige ab [units/volume] in serum
혈액,LFT,ALLERGY,6287-7,saccharomyces cerevisiae ab.ige,baker's yeast ige ab [units/volume] in serum
혈액,LFT,MICRO,6313-1,blastomyces dermatitidis ag,blastomyces dermatitidis ag [presence] in serum by immunoassay
혈액,LFT,ALLERGY,63132-5,castanea sativa ab.igg,chestnut igg ab [mass/volume] in serum
혈액,LFT,ALLERGY,63137-4,astacus astacus ab.igg,crawfish igg ab [mass/volume] in serum
혈액,LFT,ALLERGY,63150-7,pastinaca sativa ab.igg,parsnip igg ab [mass/volume] in serum
혈액,LFT,ALLERGY,63151-5,(anacardium occidentale+carya illinoinensis+castanea sativa+juglans spp+pistacia vera) ab.igg,food allergen mix 46 (cashew+pecan or hickory nut+chestnut+walnut+pistachio) igg ab [mass/volume] in serum by multidisk
혈액,LFT,ALLERGY,63160-6,ricinus communis ab.igg,castor bean igg ab [mass/volume] in serum
혈액,LFT,ALLERGY,63199-4,(anacardium occidentale+carya illinoinensis+castanea sativa+juglans spp+pistacia vera) ab.ige,food allergen mix 46 (cashew+pecan or hickory nut+chestnut+walnut+pistachio) ige ab [units/volume] in serum by multidisk
혈액,LFT,ALLERGY,63331-3,saccharomyces cerevisiae ab.iga,baker's yeast iga ab [presence] in serum by immunofluorescence
혈액,LFT,ALLERGY,63333-9,saccharomyces cerevisiae ab.igg,baker's yeast igg ab [presence] in serum by immunofluorescence
혈액,LFT,MICRO,6388-3,eastern equine encephalitis virus ag,eastern equine encephalitis virus ag [presence] in serum by immunoassay
혈액,LFT,MICRO,6389-1,eastern equine encephalitis virus ag,eastern equine encephalitis virus ag [presence] in serum by immunofluorescence
혈액,LFT,ALLERGY,64037-5,gadus morhua recombinant (rgad c) 1 ab.ige.rast class,deprecated codfish recombinant (rgad c) 1 ige ab rast class [presence] in serum
혈액,LFT,HEM/BC,66134-8,blasts,blasts [#/volume] in blood from fetus by manual count
혈액,LFT,ALLERGY,66715-4,vespula vulgaris recombinant (rves v) 1 ab.ige.rast class,deprecated common wasp recombinant (rves v) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,66716-2,chlorhexidine ab.ige.rast class,deprecated chlorhexidine ige ab rast class [presence] in serum
혈액,LFT,COAG,66745-1,coagulum lysis^30m post maximum clot amplitude,clot lysis [length fraction] in blood by thromboelastography --30 minutes post maximum clot amplitude
혈액,LFT,COAG,66748-5,clot angle,clot angle in blood by thromboelastography
혈액,LFT,COAG,66750-1,clot angle^after addition of heparinase,clot angle in blood by thromboelastography --after addition of heparinase
혈액,LFT,COAG,66751-9,clot strength,clot strength in blood by thromboelastography
혈액,LFT,COAG,66752-7,clot strength^after addition of heparinase,clot strength in blood by thromboelastography --after addition of heparinase
혈액,LFT,COAG,66753-5,clot formation^after addition of heparinase,clot formation [time] in blood by thromboelastography --after addition of heparinase
혈액,LFT,COAG,66754-3,clot firmness^30m after maximum clot amplitude after addition of heparinase,clot firmness [length fraction] in blood by thromboelastography --30 min p max clot amplitude + heparinase
혈액,LFT,COAG,66755-0,maximum clot firmness^after addition of heparinase,maximum clot firmness [length] in blood by thromboelastography --after addition of heparinase
혈액,LFT,COAG,66756-8,clot initiation^after addition of heparinase,clot initiation [time] in blood by thromboelastography --after addition of heparinase
혈액,LFT,COAG,66757-6,clot lysis estimate,clot lysis estimate [percentile] by thromboelastography
혈액,LFT,COAG,66758-4,clot firmness reduction^60m post maximum clot amplitude,clot firmness reduction [length fraction] in blood by thromboelastography --60m post maximum clot amplitude
혈액,LFT,COAG,66759-2,heparin neutralization,heparin neutralization [presence] in blood by thromboelastography
혈액,LFT,COAG,66760-0,coagulation index,coagulation index in blood by thromboelastography
혈액,LFT,ALLERGY,6713-2,saccharomyces cerevisiae ab.igg,baker's yeast igg ab [units/volume] in serum
혈액,LFT,ALLERGY,6715-7,yeast brewer's ab.igg,brewer's yeast igg ab [units/volume] in serum
혈액,LFT,CHEM,67568-6,circulating tumor cells.breast,circulating tumor cells.breast [#/volume] in blood
혈액,LFT,PANEL.HEM/BC,67790-6,thromboelastography panel,thromboelastography panel - blood
혈액,LFT,MICRO,6817-1,histoplasma capsulatum yeast phase ab,histoplasma capsulatum yeast phase ab [presence] in serum
혈액,LFT,ALLERGY,68936-4,saccharomyces cerevisiae ab,baker's yeast ab [units/volume] in serum by immunoassay
혈액,LFT,ALLERGY,68972-9,lupinus albus seed ab.ige.rast class,deprecated lupin seed ige ab rast class [presence] in serum
혈액,LFT,MICRO,68977-8,pseudomonas aeruginosa elastase ab,pseudomonas aeruginosa elastase ab [titer] in serum by immunoassay
혈액,LFT,PANEL.MICRO,69034-7,eastern equine encephalitis virus ab.igg & igm panel,eastern equine encephalitis virus igg and igm panel - serum by immunofluorescence
혈액,LFT,ALLERGY,6934-4,rast class,rast class [presence] in serum
혈액,LFT,CHAL,69357-2,amylase^post cfst,amylase [enzymatic activity/volume] in serum or plasma --fasting
혈액,LFT,PANEL.COAG,69552-8,thromboelastography after addtion of heparinase panel,thromboelastography after addtion of heparinase panel - blood
혈액,LFT,DOC.REF,69763-1,disposal and waste handling,fda package insert disposal and waste handling
혈액,LFT,HEM/BC,708-8,blasts,blasts [#/volume] in blood by manual count
혈액,LFT,HEM/BC,709-6,blasts/leukocytes,blasts/leukocytes in blood by manual count
혈액,LFT,HEM/BC,71369-3,neutrophils.dysplastic,neutrophils.dysplastic [presence] in blood by light microscopy
혈액,LFT,HEM/BC,715-3,normoblasts,normoblasts [#/volume] in blood
혈액,LFT,HEM/BC,71669-6,blasts/leukocytes,blasts/leukocytes [pure number fraction] in blood by manual count
혈액,LFT,ALLERGY,7219-9,castanea sativa ab.ige,deprecated chestnut ige ab [units/volume] in serum
혈액,LFT,ALLERGY,7220-7,aesculus hippocastanum ab.ige,horse chestnut ige ab [units/volume] in serum
혈액,LFT,CHEM,72270-2,urea nitrogen^pre contrast,urea nitrogen [mass/volume] in serum or plasma --pre contrast
혈액,LFT,CHEM,72271-0,creatinine^pre contrast,creatinine [mass/volume] in serum or plasma --pre contrast
혈액,LFT,CHAL,72500-2,homocyst(e)ine^post cfst,homocyst(e)ine [moles/volume] in serum or plasma --fasting
혈액,LFT,ALLERGY,7265-2,astacus astacus ab.ige,crawfish ige ab [units/volume] in serum
혈액,LFT,SERO,72951-7,simvastatin induced neutrophil ab.igm,simvastatin induced neutrophil igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,72952-5,simvastatin induced neutrophil ab.igg,simvastatin induced neutrophil igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,72987-1,montelukast induced neutrophil ab.igm,montelukast induced neutrophil igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,72988-9,montelukast induced neutrophil ab.igg,montelukast induced neutrophil igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73053-1,atorvastatin induced neutrophil ab.igm,atorvastatin induced neutrophil igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73054-9,atorvastatin induced neutrophil ab.igg,atorvastatin induced neutrophil igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73148-9,simvastatin induced platelet ab.igm,simvastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73149-7,simvastatin induced platelet ab.igg,simvastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73156-2,rosuvastatin induced platelet ab.igm,rosuvastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73157-0,rosuvastatin induced platelet ab.igg,rosuvastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73198-4,pravastatin induced platelet ab.igm,pravastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73199-2,pravastatin induced platelet ab.igg,pravastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73246-1,niacin+lovastatin induced platelet ab.igm,niacin+lovastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73247-9,niacin+lovastatin induced platelet ab.igg,niacin+lovastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73258-6,montelukast induced platelet ab.igm,montelukast induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73259-4,montelukast induced platelet ab.igg,montelukast induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73290-9,lovastatin induced platelet ab.igm,lovastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73291-7,lovastatin induced platelet ab.igg,lovastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73332-9,imipenem+cilastatin induced platelet ab.igm,imipenem+cilastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73333-7,imipenem+cilastatin induced platelet ab.igg,imipenem+cilastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73372-5,fluvastatin induced platelet ab.igg,fluvastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73373-3,fluvastatin induced platelet ab.igm,fluvastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73378-2,finasteride induced platelet ab.igm,finasteride induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73379-0,finasteride induced platelet ab.igg,finasteride induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73448-3,cilastatin induced platelet ab.igg,cilastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73449-1,cilastatin induced platelet ab.igm,cilastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73512-6,atorvastatin induced platelet ab.igm,atorvastatin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,SERO,73513-4,atorvastatin induced platelet ab.igg,atorvastatin induced platelet igg ab [presence] in serum or plasma by flow cytometry (fc)
혈액,LFT,ALLERGY,7397-3,tsuga canadensis ab.ige,eastern hemlock ige ab [units/volume] in serum
혈액,LFT,CHAL,74349-2,lactose^post cfst,lactose [moles/volume] in serum or plasma --fasting
혈액,LFT,HEM/BC,74357-5,lymphocytes.immunoblastic,lymphocytes immunoblastic [presence] in blood by light microscopy
혈액,LFT,HEM/BC,74394-8,normoblasts,normoblasts [#/volume] in cord blood
혈액,LFT,HEM/BC,74395-5,blasts,blasts [#/volume] in cord blood
혈액,LFT,HEM/BC,74403-7,normoblasts/leukocytes,normoblasts/leukocytes in cord blood
혈액,LFT,HEM/BC,74454-0,normoblasts,normoblasts [#/volume] in blood from fetus
혈액,LFT,HEM/BC,74455-7,blasts/leukocytes,blasts/leukocytes in cord blood
혈액,LFT,HEM/BC,74460-7,blasts/leukocytes,blasts/leukocytes in blood from fetus
혈액,LFT,HEM/BC,74463-1,normoblasts/leukocytes,normoblasts/leukocytes in blood from fetus
혈액,LFT,HEM/BC,745-0,myeloblasts,deprecated myeloblasts [#/volume] in blood by automated count
혈액,LFT,ALLERGY,7463-3,lilium longiflorum ab.ige,easter lily ige ab [units/volume] in serum
혈액,LFT,HEM/BC,746-8,myeloblasts,myeloblasts [#/volume] in blood by manual count
혈액,LFT,HEM/BC,747-6,myeloblasts/leukocytes,myeloblasts/leukocytes in blood by manual count
혈액,LFT,ALLERGY,7478-1,acer macrophyllum ab.ige,coastal maple ige ab [units/volume] in serum
혈액,LFT,HEM/BC,74814-5,plasma cells.centroblasts/leukocytes,plasma cells.centroblasts/leukocytes in blood by manual count
혈액,LFT,CHEM,74886-3,stigmasterol,stigmasterol [moles/volume] in serum or plasma
혈액,LFT,CHEM,74887-1,stigmastanol,stigmastanol [moles/volume] in serum or plasma
혈액,LFT,ALLERGY,7569-7,pastinaca sativa ab.ige,parsnip ige ab [units/volume] in serum
혈액,LFT,ALLERGY,7607-5,pinus strobus ab.ige,deprecated eastern white pine ige ab [units/volume] in serum
혈액,LFT,CHEM,76629-5,glucose^post cfst,fasting glucose [moles/volume] in blood
혈액,LFT,CHEM,77145-1,glucose^post cfst,"fasting glucose [moles/volume] in serum, plasma or blood"
혈액,LFT,ALLERGY,7725-5,helianthus annuus ab.igg,deprecated sunflower seed igg ab rast class in serum
혈액,LFT,ALLERGY,77319-2,allergen.miscellaneous ab.ige.rast class,deprecated miscellaneous allergen ige ab rast class [units/volume] in serum
혈액,LFT,DRUG/TOX,77371-3,brassicasterol,brassicasterol [moles/volume] in serum or plasma
혈액,LFT,ALLERGY,7743-8,astragalus spp ab.ige,tragacanth ige ab [units/volume] in serum
혈액,LFT,CHAL,77670-8,gastrin^pre xxx challenge,gastrin [moles/volume] in serum or plasma --pre xxx challenge
혈액,LFT,CHAL,77671-6,gastrin^1m post xxx challenge,gastrin [moles/volume] in serum or plasma --1 minute post xxx challenge
혈액,LFT,CHAL,77672-4,gastrin^3m post xxx challenge,gastrin [moles/volume] in serum or plasma --3 minutes post xxx challenge
혈액,LFT,CHAL,77673-2,gastrin^5m post xxx challenge,gastrin [moles/volume] in serum or plasma --5 minutes post xxx challenge
혈액,LFT,CHAL,77674-0,gastrin^10m post xxx challenge,gastrin [moles/volume] in serum or plasma --10 minutes post xxx challenge
혈액,LFT,CHAL,77675-7,gastrin^15m post xxx challenge,gastrin [moles/volume] in serum or plasma --15 minutes post xxx challenge
혈액,LFT,CHAL,77676-5,gastrin^30m post xxx challenge,gastrin [moles/volume] in serum or plasma --30 minutes post xxx challenge
혈액,LFT,ALLERGY,7783-4,yeast bakers ab.ige,deprecated bakers yeast ige ab [units/volume] in serum
혈액,LFT,ALLERGY,7784-2,saccharomyces cerevisiae basophil bound ab,baker's yeast triggered histamine release [units/volume] in blood
혈액,LFT,ALLERGY,7785-9,yeast brewer's basophil bound ab,brewer's yeast triggered histamine release [units/volume] in blood
혈액,LFT,MICRO,7811-3,astrovirus rna,astrovirus rna [presence] in serum by naa with probe detection
혈액,LFT,MICRO,7816-2,blastomyces dermatitidis ab,blastomyces dermatitidis ab [presence] in serum
혈액,LFT,MICRO,7860-0,eastern equine encephalitis virus ab.igg,eastern equine encephalitis virus igg ab [units/volume] in serum
혈액,LFT,MICRO,7861-8,eastern equine encephalitis virus ab.igm,eastern equine encephalitis virus igm ab [units/volume] in serum
혈액,LFT,DEVICES,78980-0,angioplasty balloon product name,angioplasty balloon product name
혈액,LFT,ALLERGY,79397-6,pistacia lentiscus ab.ige,mastic tree (pistacia lentiscus) ige ab [units/volume] in serum
혈액,LFT,MICRO,81103-4,leptospira interrogans serovar kremastos ab,leptospira interrogans sv kremastos ab [titer] in serum by agglutination
혈액,LFT,ALLERGY,81421-0,saccharomyces cerevisiae ab.igg,baker's yeast igg ab [presence] in serum by immunoassay
혈액,LFT,MOLPATH.MUT,81875-7,spast gene mutation analysis limited to known familial mutations,spast gene mutation analysis limited to known familial mutations in blood or tissue by molecular genetics method
혈액,LFT,ALLERGY,81960-7,olea europaea native (nole e) 7 ab.ige.rast class,deprecated olive pollen native (nole e) 7 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81961-5,chamaecyparis obtusa ab.ige.rast class,deprecated japanese cypress ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81962-3,olea europaea recombinant (role e) 9 ab.ige.rast class,deprecated olive pollen recombinant (role e) 9 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81963-1,platanus acerifolia recombinant (rpla a) 1 ab.ige.rast class,deprecated london plane recombinant (rpla a) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81964-9,parietaria judaica recombinant (rpar j) 2 ab.ige.rast class,deprecated pellitory (parietaria judaica) recombinant (rpar j) 2 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81965-6,ambrosia artemisiifolia native (namb a) 1 ab.ige.rast class,deprecated common ragweed native (namb a) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81966-4,artemisia vulgaris native (nart v) 1 ab.ige.rast class,deprecated mugwort native (nart v) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81968-0,artemisia vulgaris native (nart v) 3 ab.ige.rast class,deprecated mugwort native (nart v) 3 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81969-8,plantago lanceolata recombinant (rpla l) 1 ab.ige.rast class,deprecated english plantain recombinant (rpla l) 1 ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81970-6,codeine ab.ige.rast class,deprecated codeine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81971-4,pholcodine ab.ige.rast class,deprecated pholcodine ige ab rast class [presence] in serum
혈액,LFT,ALLERGY,81972-2,dermatophagoides pteronyssinus native (nder p) 1 ab.ige.rast class,deprecated european house dust mite native (nder p) 1 ige ab rast class [presence] in serum
